,,, Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8, Q9, Q10, Q11, Q12, Q13, Q14, Q15, Q16, Q17, Q18, Q19, Q20, Q21,Q22,Q23,, Q25, Q26, Q27, Q28,, Q30, Q31, Q32, Q33, Q34, Q35, Q36, Q37, Q38, Q39,,,, Q43, Q44, Q45, Q46, Q47
94749450,,,2,2,2,1,1,1,1,1,1,1,1,1,Other: ,1,2,1,Don't know what it is,Don't know what it is,2,2,Don't know,1,0,,2,1,0,Don't know what it is,,0,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,Don't know what it is,Don't know what it is,2,,,,0,0,2,2,0
94750521,,,2,2,3,Don't know what it is,2,2,2,2,3,3,3,0,3,3,2,2,2,2,2,1,2,1,1,,2,2,2,2,,1,1,2,3,2,2,2,2,2,2,,,,2,2,2,2,1
94750971,,,3,2,2,3,2,2,2,3,2,3,3,1,3,2,2,2,2,2,2,1,2,3,1,,2,3,2,2,,2,1,3,3,3,3,3,2,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3
94751277,,,3,2,3,2,1,1,Don't know what it is,2,2,2,1,Don't know what it is,3,2,2,2,2,2,2,2,Don't know,2,0,,2,2,2,Don't know what it is,,Don't know what it is,2,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,,,,1,1,1,2,2
94753023,,,3,1,2,2,0,1,Don't know what it is,2,2,2,2,3,3,1,2,1,2,2,1,2,2,1,Don't know what it is,,2,1,2,Don't know what it is,,0,1,0,0,0,0,1,1,2,2,,,,3,1,2,2,2
94753149,,,3,3,3,3,3,3,3,2,3,3,1,1,3,3,3,3,2,2,2,1,3,1,Don't know what it is,,3,3,1,2,,3,3,1,Don't know what it is,2,2,2,2,2,1,,,,1,2,2,2,1
94753230,,,3,3,2,2,2,2,2,2,3,2,2,1,3,3,2,3,2,2,3,1,3,3,2,,3,2,3,2,,2,2,3,2,2,3,3,2,3,2,,,,2,2,2,2,3
94754634,,,3,2,,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,1,3,3,Don't know what it is,,3,3,3,Don't know what it is,,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,Other: ,2
94756353,,,2,3,3,2,2,2,2,1,2,1,0,0,2,2,1,2,2,2,1,2,Don't know,1,0,,1,1,0,0,,1,1,2,1,1,0,2,2,2,1,,,,2,2,2,3,2
94763967,,,3,2,1,3,1,Don't know what it is,Don't know what it is,1,Don't know what it is,Don't know what it is,1,1,2,2,2,1,1,1,1,1,2,1,Don't know what it is,,2,2,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,2,3,2,1
94768431,,,2,2,2,1,2,1,0,0,Don't know what it is,Don't know what it is,1,Don't know what it is,2,1,1,1,0,0,1,2,Don't know,1,0,,1,1,2,1,,1,1,1,Don't know what it is,Don't know what it is,1,2,2,2,1,,,,0,0,2,2,1
94771644,,,3,3,3,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,3,1,2,2,1,,2,2,3,3,,2,2,2,2,3,2,3,3,2,2,,,,2,2,2,2,1
94771662,,,2,2,2,2,Don't know what it is,Don't know what it is,2,2,2,2,2,2,2,3,2,2,2,2,2,2,Don't know,2,Don't know what it is,,2,Don't know what it is,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,2,2,Don't know what it is,2
94776351,,,3,2,2,1,1,2,1,2,1,2,Don't know what it is,1,3,3,2,3,3,2,1,1,2,2,0,,2,2,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,0,Don't know what it is,Don't know what it is,Don't know what it is,2,,,,0,0,0,Don't know what it is,1
94776378,,,1,2,2,1,1,2,Don't know what it is,2,2,2,1,2,2,2,2,Other: ,2,2,Other: ,2,1,0,Don't know what it is,,1,2,2,2,,1,0,2,2,1,3,2,3,Other: ,1,,,,3,2,3,2,Other: 
94776639,,,3,2,2,2,Don't know what it is,2,2,2,2,3,2,Don't know what it is,2,2,2,2,3,3,2,2,Don't know,1,Don't know what it is,,2,2,,2,,2,2,2,2,2,2,2,2,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,2
94777062,,,3,3,2,3,3,3,Don't know what it is,3,2,3,2,1,3,3,3,2,3,2,3,2,2,3,0,,1,2,2,Don't know what it is,,3,2,2,3,Don't know what it is,2,2,2,2,3,,,,1,1,2,2,2
94780293,,,2,2,2,Don't know what it is,2,2,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,3,3,,1,1,1,2,2,Don't know what it is,,2,2,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2
94780347,,,3,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,3,3,2,1,2,2,1,,2,2,2,Don't know what it is,,2,2,2,2,2,3,3,2,3,2,,,,2,2,2,2,3
94780437,,,2,2,2,2,Don't know what it is,2,Don't know what it is,Other: ,Other: ,2,Don't know what it is,Don't know what it is,1,1,2,2,Don't know what it is,Don't know what it is,1,2,Don't know,1,Don't know what it is,,2,2,1,Don't know what it is,,Don't know what it is,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,1,,,,0,Don't know what it is,Don't know what it is,Don't know what it is,1
94780455,,,2,0,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,1,1,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know,2,Don't know what it is,,1,Don't know what it is,0,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,Don't know what it is
94780482,,,3,3,3,2,Other: ,3,3,2,3,3,3,Other: ,3,Other: ,3,3,3,3,3,1,3,3,Other: ,,3,3,3,3,,2,2,2,Don't know what it is,Don't know what it is,2,2,2,2,Don't know what it is,,,,Other: ,Other: ,Other: ,3,Don't know what it is
94780518,,,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,Other,1,,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,,,,0,0,0,1,0
94786476,,,3,3,3,1,1,2,2,2,2,2,2,Other: ,2,3,3,2,2,2,3,2,2,2,1,,3,2,2,2,,Other: ,1,2,2,2,2,2,2,2,2,,,,2,2,2,1,3
94786665,,,3,2,1,3,3,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,,0,2,0,1,,1,2,2,2,0,0,1,2,2,2,,,,0,0,0,1,0
94786827,,,2,2,2,2,2,0,3,2,1,3,2,0,3,2,2,2,2,3,2,2,2,2,0,,1,0,1,Don't know what it is,,Don't know what it is,Don't know what it is,3,1,2,2,2,2,2,1,,,,2,0,2,3,1
94790922,,,Other: ,1,2,2,Don't know what it is,2,2,Other: ,2,2,Other: ,Other: ,Other: ,Other: ,Other: ,3,3,3,3,2,Don't know,3,2,,1,1,1,2,,0,1,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,,,,2,2,2,3,3
94794027,,,3,3,3,3,2,2,2,3,3,3,2,2,3,3,3,3,2,2,3,1,2,3,2,,3,3,3,3,,2,2,2,2,2,3,3,3,2,3,,,,2,2,2,2,1
94794171,,,2,2,2,Other: ,1,1,1,2,2,2,1,2,Other: ,2,2,2,1,1,1,1,2,0,0,,2,2,2,2,,Don't know what it is,Don't know what it is,1,1,1,1,2,2,1,1,,,,2,Don't know what it is,Don't know what it is,2,1
94794333,,,3,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,,1,1,1,1,,2,2,2,2,,2,2,2,2,2,,,,1,1,1,1,1
94798590,,,2,2,2,2,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,2,2,0,1,2,1,2,2,2,2,2,1,2,1,,2,1,2,Don't know what it is,,Other: ,0,2,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,2,,,,2,0,1,2,3
94798689,,,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,,2,1,1,1,,2,2,2,2,2,2,2,2,2,2,,,,1,1,1,2,2
94805727,,,2,1,2,2,1,1,1,0,0,2,1,1,0,1,1,1,1,1,1,2,2,1,1,,1,1,,1,,2,2,2,2,0,1,3,1,1,1,,,,1,1,1,2,2
94808616,,,3,2,2,3,2,1,2,3,2,2,2,0,3,3,1,1,2,2,3,1,2,1,1,,3,3,2,3,,0,0,1,1,1,1,2,1,1,2,,,,0,0,1,1,3
94808895,,,3,2,1,2,1,2,1,1,2,2,1,0,2,2,2,1,1,1,1,2,2,1,0,,1,2,1,Don't know what it is,,1,1,1,Don't know what it is,Don't know what it is,0,2,0,2,1,,,,0,0,0,Don't know what it is,2
94818453,,,3,3,3,2,Other: ,Don't know what it is,Don't know what it is,Other: ,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,Don't know,2,Don't know what it is,,1,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,2,1,Don't know what it is,Don't know what it is,2,2,2,Don't know what it is,,,,1,1,1,1,2
94828596,,,3,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,2,2,2,1,3,1,0,,2,3,2,2,,Don't know what it is,Don't know what it is,2,1,2,3,3,3,3,2,,,,1,1,1,2,2
94828641,,,2,1,2,0,0,0,0,0,Don't know what it is,Don't know what it is,0,1,2,0,1,1,0,0,1,3,Don't know,1,Don't know what it is,,0,0,0,0,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know what it is,1,1,,,,0,0,0,1,0
94860582,,,3,2,Other: ,3,3,2,3,3,3,Other: ,3,3,3,3,2,2,3,3,3,1,Don't know,2,0,,3,3,2,2,,2,2,3,2,Other: ,Other: ,,3,2,3,,,,3,2,2,3,2
94860582,,,3,2,Other: ,3,3,2,3,3,3,Other: ,3,3,3,3,2,2,3,3,3,1,Don't know,2,0,,3,3,2,2,,2,2,3,2,Other: ,Other: ,,3,2,3,,,,3,2,2,3,2
94868025,,,3,2,2,2,Other: ,1,Don't know what it is,2,Other: ,2,2,1,2,2,2,2,Don't know what it is,1,2,1,2,3,Don't know what it is,,3,2,2,Don't know what it is,,1,2,2,Don't know what it is,Don't know what it is,Don't know what it is,1,2,Don't know what it is,Don't know what it is,,,,1,2,2,2,Don't know what it is
94868826,,,2,2,2,2,1,1,1,2,2,2,1,0,2,2,1,1,1,1,2,2,Don't know,1,1,,1,1,1,,,1,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,1,1,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2
94869528,,,2,2,2,3,3,Don't know what it is,Don't know what it is,Don't know what it is,2,1,Don't know what it is,Don't know what it is,Don't know what it is,2,2,2,2,2,3,1,2,1,0,,1,2,2,Don't know what it is,,0,0,2,Don't know what it is,Don't know what it is,2,3,3,3,2,,,,3,3,3,3,3
94869654,,,3,3,3,2,2,2,2,2,1,3,2,1,3,2,2,2,2,2,3,1,2,3,2,,2,2,2,2,,1,1,2,2,2,,2,3,3,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2
94892352,,,3,2,3,3,2,3,2,3,2,3,Don't know what it is,Don't know what it is,3,3,3,3,2,2,3,1,3,2,,,3,3,,2,,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,Don't know what it is,2,3,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,2
99398643,,,3,2,3,3,3,3,1,3,3,3,2,2,3,3,Other: ,3,3,3,2,1,3,3,Don't know what it is,,3,3,3,Don't know what it is,,3,3,Don't know what it is,Don't know what it is,2,3,Other: ,2,Don't know what it is,Don't know what it is,,,,3,3,3,1,2
99417543,,,2,2,2,3,3,2,1,2,3,3,3,1,3,3,3,3,2,2,3,1,2,3,Don't know what it is,,2,3,1,Don't know what it is,,2,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,3
99420180,,,2,1,1,2,0,3,3,1,1,1,1,0,1,1,2,2,2,2,1,1,2,2,1,,1,1,1,0,,Don't know what it is,1,1,0,2,2,3,,1,0,,,,0,0,0,1,1
99436929,,,3,3,3,2,3,2,3,3,3,3,2,1,3,3,3,3,3,3,3,1,2,2,0,,2,3,2,2,,Don't know what it is,1,3,Don't know what it is,3,3,3,2,2,2,,,,2,3,2,2,3
99437010,,,3,3,3,3,2,Other: ,1,Other: ,1,Other: ,Other: ,Other: ,Other: ,Other: ,3,3,2,2,3,Other: ,Other: ,2,Other: ,,Other: ,Other: ,1,Other: ,,1,2,Don't know what it is,Other: ,2,2,3,Other: ,3,3,,,,Other: ,Other: ,Other: ,2,2
99450465,,,2,2,2,2,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,2,2,2,2,Other: ,Other: ,2,1,2,1,0,,2,2,2,Other: ,,2,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2
99456549,,,3,3,3,Other: ,2,2,Don't know what it is,2,Don't know what it is,Other: ,2,2,3,Other: ,Don't know what it is,2,Don't know what it is,Other: ,3,1,3,3,2,,2,2,0,2,,3,3,3,Don't know what it is,Don't know what it is,Don't know what it is,Other: ,Other: ,3,3,,,,3,3,3,2,3
99456558,,,2,1,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,1,1,1,2,2,1,2,Don't know,1,0,,0,0,2,Don't know what it is,,1,2,Don't know what it is,0,Don't know what it is,Don't know what it is,1,2,2,2,,,,2,2,1,2,1
99467952,,,3,3,2,1,1,2,2,3,3,3,3,2,2,2,2,2,1,2,2,2,2,1,1,,2,2,2,2,,2,2,3,3,2,2,3,3,Don't know what it is,2,,,,2,2,2,1,2
99467961,,,2,2,2,1,1,1,1,1,1,2,1,Don't know what it is,2,2,2,1,1,1,2,1,2,2,Don't know what it is,,2,2,1,1,,1,1,1,1,1,1,2,2,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,1,2
99478806,,,3,3,3,2,3,3,3,2,3,3,1,0,3,1,,,3,2,1,2,3,3,1,,1,1,1,2,,0,2,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,2,0,,,,0,0,0,Don't know what it is,2
99491118,,,1,2,2,2,2,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1
99491217,,,2,2,1,2,1,1,3,2,2,3,2,0,2,0,3,3,3,3,2,2,1,2,2,,1,1,1,1,,0,2,2,2,0,0,3,3,3,1,,,,2,2,2,3,2
99496860,,,3,2,3,2,1,2,1,1,2,3,1,Don't know what it is,2,1,Don't know what it is,2,2,2,2,1,3,3,0,,2,1,1,2,,2,1,2,2,2,2,3,2,3,2,,,,2,2,2,2,Don't know what it is
99514428,,,3,2,3,1,2,2,1,1,2,1,Other: ,Other: ,3,3,1,2,2,2,3,1,2,3,0,,2,3,3,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,2,2,1,,,,2,1,2,2,3
99532293,,,2,3,3,2,2,2,3,3,3,3,2,Don't know what it is,3,3,3,3,3,3,2,1,3,2,2,,0,2,2,Don't know what it is,,3,3,3,Don't know what it is,2,3,3,2,3,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2
99552156,,,Don't know what it is,1,2,1,1,Don't know what it is,Don't know what it is,Other: ,Don't know what it is,Other: ,,Don't know what it is,,Other: ,3,1,1,2,2,2,Don't know,1,0,,2,2,2,2,,2,1,3,3,3,3,3,2,Other: ,3,,,,Other: ,Other: ,Other: ,3,2
99610872,,,3,3,3,3,Other,,3,2,,3,2,2,3,3,3,2,3,3,2,1,3,3,2,,2,2,,3,,1,1,2,2,3,3,3,3,3,2,,,,2,0,0,1,3
99611970,,,2,2,2,2,2,Other: ,Other: ,2,2,2,2,2,Other: ,Other: ,2,2,2,2,Other: ,1,2,2,1,,1,2,1,Don't know what it is,,Other: ,Other: ,2,2,2,2,2,2,2,2,,,,2,Other: ,Other: ,Other: ,2
99616236,,,3,3,2,2,2,2,3,2,3,3,Other: ,2,2,2,2,2,2,2,2,1,2,3,1,,2,2,2,2,,1,1,2,Other: ,,Other: ,,2,2,2,,,,3,3,2,2,2
99616335,,,2,3,2,3,3,2,2,3,3,3,3,1,3,3,3,3,3,3,3,Other: ,3,3,3,,3,3,3,,,3,3,3,3,,3,3,3,3,3,,,,1,1,1,3,1
99627936,,,2,2,2,,1,1,1,1,Don't know what it is,Don't know what it is,1,Other: ,2,1,2,0,2,2,0,2,1,0,0,,0,0,0,Don't know what it is,,2,2,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,2,2,2,2,2
99628674,,,2,2,2,1,1,1,1,Don't know what it is,1,1,2,Don't know what it is,3,3,2,2,1,2,2,1,1,1,0,,2,2,2,Don't know what it is,,1,,Don't know what it is,Don't know what it is,0,0,3,2,2,1,,,,1,1,0,Don't know what it is,0
99658959,,,3,3,3,3,3,Don't know what it is,2,2,2,2,2,2,3,3,Don't know what it is,3,Don't know what it is,Don't know what it is,3,2,2,2,0,,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,1,2
99676320,,,2,2,2,2,2,Don't know what it is,Don't know what it is,2,2,2,2,Don't know what it is,2,2,2,2,2,2,2,2,2,3,Don't know what it is,,2,Don't know what it is,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Other,Other: ,Other: ,Don't know what it is,Don't know what it is
99676356,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Don't know what it is,Don't know what it is,Don't know what it is,1,3,2,1,,3,3,3,3,,3,3,3,3,3,3,3,3,3,3,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,2
99698982,,,3,1,1,1,Don't know what it is,1,0,1,1,1,1,1,0,0,0,1,Don't know what it is,Don't know what it is,1,1,Don't know,2,Don't know what it is,,0,1,0,Don't know what it is,,2,2,1,1,0,0,1,1,1,1,,,,0,0,0,1,1
99712725,,,1,3,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,2,3,Don't know what it is,2,3,2,1,Don't know what it is,Don't know what it is,2,2,Don't know,2,Don't know what it is,,1,Don't know what it is,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is
99714003,,,3,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,1,2,2,1,,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,,,,2,2,2,2,2
99714120,,,2,1,Other: ,1,0,1,1,1,1,1,Other: ,Other: ,Other: ,1,Other: ,Other: ,Other: ,Other: ,2,3,1,1,0,,1,Other: ,Other: ,Other: ,,Other: ,Other: ,1,Don't know what it is,Don't know what it is,0,Other: ,,Don't know what it is,0,,,,0,0,0,2,2
99714363,,,3,2,2,3,2,3,2,Don't know what it is,Don't know what it is,2,3,Don't know what it is,Don't know what it is,Don't know what it is,2,2,3,3,3,2,Don't know,1,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,1,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,3,3,2,,,,3,0,0,3,3
99715353,,,3,2,2,2,1,2,2,3,3,1,3,Don't know what it is,1,3,3,2,3,3,3,1,Don't know,2,Don't know what it is,,3,3,3,3,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,3,3
99720870,,,3,3,2,2,Don't know what it is,2,1,2,1,2,,1,3,3,2,3,3,3,3,2,Don't know,3,0,,3,2,3,3,,2,2,Don't know what it is,Don't know what it is,Other: ,3,3,2,Other: ,2,,,,2,2,2,3,2
99722238,,,2,2,2,Don't know what it is,Don't know what it is,Other: ,Don't know what it is,0,2,2,Other: ,Other: ,2,2,2,2,0,0,2,2,1,3,Don't know what it is,,1,1,1,Don't know what it is,,0,2,Other: ,Other: ,Don't know what it is,2,2,2,2,1,,,,2,2,2,2,2
99726729,,,3,2,2,1,Don't know what it is,3,2,3,0,Other: ,Don't know what it is,Don't know what it is,3,3,3,0,3,3,3,3,1,2,0,,0,1,1,1,,0,0,2,2,1,2,2,2,3,2,,,,0,0,0,3,2
99755124,,,3,3,3,3,2,2,3,3,1,3,3,2,3,3,3,3,3,3,3,1,3,3,2,,3,3,3,3,,2,2,3,2,3,3,3,3,3,3,,,,3,2,3,2,3
99788721,,,3,2,2,2,2,2,2,Other: ,Don't know what it is,2,2,Don't know what it is,3,3,2,2,2,2,3,1,2,2,1,,2,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,2,2,2,Other: ,2,2,2,2,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,2
99801051,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Don't know,1,0,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,1,1,1,1,1,2,0,1,1,1,,,,1,1,2,2,1
99806199,,,2,2,3,2,1,1,1,1,Don't know what it is,2,1,1,3,2,2,1,2,2,2,1,3,1,Don't know what it is,,2,1,1,Don't know what it is,,1,1,1,1,2,2,3,2,2,1,,,,3,1,1,2,2
99806262,,,Other: ,3,Other: ,3,1,2,2,2,2,2,2,2,2,Other: ,3,3,2,2,Other: ,Other: ,3,3,1,,2,2,2,2,,3,3,2,1,3,3,3,0,3,2,,,,3,3,3,2,2
99807909,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,1,1,,2,2,2,2,,2,2,2,2,2,2,3,2,2,2,,,,2,2,2,2,2
99808674,,,2,2,2,1,Don't know what it is,1,Don't know what it is,1,Don't know what it is,Don't know what it is,0,Don't know what it is,2,2,,1,Don't know what it is,Don't know what it is,Don't know what it is,1,2,1,Don't know what it is,,1,1,1,1,,1,1,1,1,1,1,0,2,1,2,,,,,,,,
99831507,,,3,3,3,2,2,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,3,Don't know what it is,Don't know what it is,3,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know,2,Don't know what it is,,Don't know what it is,Don't know what it is,1,Don't know what it is,,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,2,2,2,Don't know what it is,Don't know what it is,,,,Other: ,Other: ,Other: ,3,3
99833181,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Don't know,Don't know what it is,Don't know what it is,,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,,,1,1,1,1,2
99833316,,,3,2,2,2,2,Don't know what it is,Don't know what it is,0,2,2,Don't know what it is,Don't know what it is,2,2,2,2,2,2,2,1,1,1,0,,2,2,2,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,Don't know what it is,Don't know what it is,Don't know what it is,2,3
99833388,,,3,3,2,3,2,1,2,Other: ,,2,1,1,2,2,2,2,2,2,1,1,Don't know,3,Don't know what it is,,2,2,2,1,,1,1,1,Don't know what it is,Don't know what it is,Don't know what it is,1,Don't know what it is,2,Don't know what it is,,,,2,2,2,2,3
99833793,,,2,2,2,3,2,2,1,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,,2,2,1,2,,2,2,2,2,2,2,2,2,2,1,,,,1,2,1,2,2
99868047,,,2,1,2,Don't know what it is,,1,Don't know what it is,0,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,1,1,Don't know what it is,Don't know what it is,1,1,0,2,Don't know,2,0,,2,2,0,Don't know what it is,,,Don't know what it is,Don't know what it is,,Don't know what it is,Don't know what it is,Don't know what it is,2,Don't know what it is,Don't know what it is,,,,Other: ,Other: ,Other: ,2,2
99869577,,,3,Other: ,2,Other: ,Other: ,2,2,,Other: ,2,Don't know what it is,Don't know what it is,2,2,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,Other: ,2,Don't know what it is,,3,2,3,Don't know what it is,,1,Other: ,Don't know what it is,Don't know what it is,Don't know what it is,2,Other: ,Other: ,2,2,,,,3,3,3,2,3
99936285,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Don't know,1,Don't know what it is,,1,1,Don't know what it is,Don't know what it is,,1,1,1,1,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,Don't know what it is,,,,1,1,1,1,1
99936294,,,3,2,2,1,1,1,1,0,1,2,Don't know what it is,Don't know what it is,3,2,Don't know what it is,1,1,1,2,1,Don't know,3,3,,2,2,2,Don't know what it is,,0,0,2,Don't know what it is,Other: ,3,3,3,3,3,,,,3,2,2,2,3
99936600,,,2,1,2,2,2,Don't know what it is,Don't know what it is,2,2,2,1,2,1,2,1,2,2,2,2,2,Don't know,1,1,,2,2,2,Don't know what it is,,1,1,Don't know what it is,Don't know what it is,2,2,Don't know what it is,2,2,2,,,,3,3,3,2,3
99983508,,,3,1,3,3,1,1,1,Other: ,Other: ,2,3,2,3,Other: ,2,3,2,2,3,1,2,3,1,,3,3,3,1,,2,3,3,2,2,2,3,3,2,2,,,,2,2,2,2,2
100013496,,,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,0,,0,1,1,1,,0,0,1,1,1,1,2,2,2,1,,,,0,0,0,Don't know what it is,2
100015908,,,2,2,3,2,1,2,2,1,1,1,1,2,3,1,2,2,2,2,1,1,2,2,2,,2,2,2,2,,2,2,,2,2,2,3,2,2,2,,,,,2,2,2,3
100127490,,,3,2,2,1,2,1,1,2,2,3,0,Don't know what it is,0,0,1,0,1,1,0,1,2,1,0,,1,0,0,Don't know what it is,,2,1,2,Don't know what it is,1,2,2,3,Other,1,,,,2,2,2,2,2
100128408,,,3,1,2,Don't know what it is,2,3,2,2,1,3,Don't know what it is,3,3,3,2,3,3,3,3,1,2,1,1,,3,2,3,3,,3,3,3,1,3,2,3,3,Don't know what it is,3,,,,3,1,3,1,3
